src,id,k,sStar,wtU,wtV,lenU,lenV
ctrnact,ctrnact-08_346-4k2_4l_4m2_5d_5e_6f-3,8,6,5,6,4.732051,5.464102
ctrnact,ctrnact-08_346-4k2_4l_4m_4s_5c_5f_6i-1,8,10,10,10,9.196152,9.196152
ctrnact,ctrnact-08_346-4k2_4l_4m_5b_5c_5d2-1,8,6,6,6,5.732051,5.732051
ctrnact,ctrnact-08_346-4k2_4l_4m_5b_5c_5d2-3,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346-4k2_4l_5b_5d_5e_6f_6h-1,8,10,10,10,8.928203,8.928203
ctrnact,ctrnact-08_346-4k2_4m2_5b2_5d_5f-1,8,5,4,5,3.632651,4.574735
ctrnact,ctrnact-08_346-4k2_4m4_5f_6b-1,8,8,8,8,7.228327,7.228327
ctrnact,ctrnact-08_346-4k2_4m_4r_5d2_5f2-1,8,8,4,8,3.863703,7.727407
ctrnact,ctrnact-08_346-4k2_4m_4r_5d2_5f_6i-1,8,6,6,6,5.277917,5.277917
ctrnact,ctrnact-08_346-4k2_4m_4u_5c_5d2_5f-1,8,7,6,7,5.732051,5.965606
ctrnact,ctrnact-08_346-4k2_4r_4u_5b_5d2_5f-1,8,8,4,8,3.863703,7.727407
ctrnact,ctrnact-08_346-4k2_4s2_5b_5d2_6i-1,8,7,4,7,4.000000,6.766433
ctrnact,ctrnact-08_346-4k2_4s2_5b_5d2_6i-3,8,7,4,7,4.000000,6.464102
ctrnact,ctrnact-08_346-4k2_4u2_5b_5d2_6i-11,8,8,4,8,4.000000,7.464102
ctrnact,ctrnact-08_346-4k2_4u2_5b_5d2_6i-2,8,8,4,8,4.000000,7.464102
ctrnact,ctrnact-08_346-4k2_4u2_5b_5d2_6i-6,8,8,4,8,4.000000,7.727407
ctrnact,ctrnact-08_346-4k2_4u2_5b_5d2_6i-7,8,8,4,8,4.000000,7.727407
ctrnact,ctrnact-08_346-4k2_4u3_5a2_5d-2,8,10,3,10,3.000000,9.464102
ctrnact,ctrnact-08_346-4k2_5a2_5c2_5d_6h-1,8,6,6,6,4.843976,4.843976
ctrnact,ctrnact-08_346-4k2_5a2_5c2_5d_6h-3,8,8,3,8,2.732051,8.000000
ctrnact,ctrnact-08_346-4k2_5a2_5d4-3,8,10,3,10,3.000000,9.196152
ctrnact,ctrnact-08_346-4k2_5a2_5d_5e_5f_6f-1,8,9,3,9,2.732051,8.476816
ctrnact,ctrnact-08_346-4k2_5a_5b2_5c2_6i-1,8,9,3,9,3.000000,8.200531
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-12,8,6,3,6,3.000000,5.353527
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-14,8,12,3,12,3.000000,10.660254
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-2,8,12,3,12,3.000000,10.660254
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-4,8,6,3,6,3.000000,5.353527
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-5,8,6,3,6,3.000000,5.353527
ctrnact,ctrnact-08_346-4k2_5b4_5d_6j-6,8,6,3,6,3.000000,5.537170
ctrnact,ctrnact-08_346-4k2_5b_5d_5e2_6f_6h-1,8,5,5,5,4.891646,4.891646
ctrnact,ctrnact-08_346-4k2_5b_5d_5e_6a_6i2-1,8,9,9,9,8.732051,8.732051
ctrnact,ctrnact-08_346-4k3_4l2_4m_5d_6d-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k3_4l_4m2_5e_6a-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k3_4l_4m4-1,8,8,5,8,4.732051,7.228327
ctrnact,ctrnact-08_346-4k3_4l_4m_5e_5f_6f-4,8,6,5,6,4.732051,5.464102
ctrnact,ctrnact-08_346-4k3_4l_4m_5e_5f_6f-7,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k3_4l_4s_5c_5f_6i-1,8,10,10,10,9.196152,9.196152
ctrnact,ctrnact-08_346-4k3_4s_5c_5e_5f_6h-1,8,6,5,6,4.732051,5.620361
ctrnact,ctrnact-08_346-4k4_4l_4m_5e_6a-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k4_4l_5e_5f_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k4_4m_5b_5d_5f-1,8,6,3,7,2.909313,5.841606
ctrnact,ctrnact-08_346-4k4_4u_5a_5e_5f-1,8,7,5,7,4.732051,6.540995
ctrnact,ctrnact-08_346-4k4_5b2_5d2-23,8,6,3,6,3.000000,5.554854
ctrnact,ctrnact-08_346-4k4_5b2_5d2-42,8,12,3,12,3.000000,10.928203
ctrnact,ctrnact-08_346-4k_4l2_4m2_5a_5d_6f-1,8,9,3,9,2.732051,8.732051
ctrnact,ctrnact-08_346-4k_4l2_4m2_5a_5e_5f-1,8,10,3,10,2.732051,9.200055
ctrnact,ctrnact-08_346-4k_4l2_4m2_5a_5e_5f-2,8,10,3,10,2.732051,9.200055
ctrnact,ctrnact-08_346-4k_4l2_4m2_5a_5e_5f-3,8,10,3,10,2.732051,9.200055
ctrnact,ctrnact-08_346-4k_4l2_4m3_5f_6d-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k_4l2_4m_5d2_5f_6g-1,8,6,6,6,5.464102,5.464102
ctrnact,ctrnact-08_346-4k_4l2_4m_5d2_5f_6i-1,8,6,5,6,4.732051,5.464102
ctrnact,ctrnact-08_346-4k_4l2_4m_5d2_5f_6i-2,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k_4l2_4m_5d3_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k_4l_4m2_5b_5c_5d2-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346-4k_4l_4m2_5b_5c_5f2-1,8,6,6,6,5.732051,5.732051
ctrnact,ctrnact-08_346-4k_4l_4m2_5c_5e2_5f-1,8,10,10,10,9.196152,9.196152
ctrnact,ctrnact-08_346-4k_4l_4m3_5e_5f_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k_4l_4m4_5e_6a-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5c_5e2_5f-1,8,9,3,9,2.732051,8.212482
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5c_5e_5f_6f-1,8,8,3,8,2.732051,7.732051
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5d2_6f_6h-1,8,9,3,9,2.732051,8.476816
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5d_5e2_6f-1,8,8,3,8,2.732051,7.732051
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5d_5e_5f_6h-1,8,9,3,9,2.732051,8.732051
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5d_5e_5f_6h-2,8,5,3,5,2.732051,4.574735
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5d_5e_5f_6h-3,8,9,3,9,2.732051,8.732051
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5e3_5f-1,8,9,3,9,2.732051,8.212482
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5e3_5f-2,8,9,3,9,2.732051,8.212482
ctrnact,ctrnact-08_346-4k_4l_4m_5a_5e_5f3-1,8,6,5,6,4.732051,5.464102
ctrnact,ctrnact-08_346-4k_4l_4m_5b_5d_5e_6f_6h-1,8,10,10,10,8.928203,8.928203
ctrnact,ctrnact-08_346-4k_4l_4s_5c2_5e_6a_6h-1,8,8,8,8,7.464102,7.464102
ctrnact,ctrnact-08_346-4k_4l_4u_5d2_5e_6h_6i-1,8,5,5,5,4.836559,4.836559
ctrnact,ctrnact-08_346-4k_4l_5a_5b_5c_6a_6h_6i-1,8,9,9,9,7.928203,7.928203
ctrnact,ctrnact-08_346-4k_4l_5a_5b_5d_5e_5f2-1,8,4,4,4,3.632651,3.632651
ctrnact,ctrnact-08_346-4k_4l_5a_5b_5d_5e_5f2-2,8,6,5,6,4.464102,5.732051
ctrnact,ctrnact-08_346-4k_4l_5c_5d_5e2_5f_6f-1,8,6,4,6,3.732051,5.464102
ctrnact,ctrnact-08_346-4k_4l_5d_5e2_5f_6h_6i-1,8,5,5,5,4.464102,4.732051
ctrnact,ctrnact-08_346-4k_4l_5d_5e3_5f2-1,8,5,5,5,4.836559,4.836559
ctrnact,ctrnact-08_346-4k_4m2_5b_5d_5f2_6i-1,8,8,8,8,7.196152,7.196152
ctrnact,ctrnact-08_346-4k_4m2_5c_5d_5e2_5f-1,8,8,4,8,3.732051,7.209769
ctrnact,ctrnact-08_346-4k_4m2_5d2_5e2_5f-1,8,8,4,8,3.732051,7.464102
ctrnact,ctrnact-08_346-4k_4m2_5e3_6a_6c-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4k_4m2_5e4_6a-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4k_4m_5b_5c2_5d2_5f-1,8,6,6,6,5.303240,5.303240
ctrnact,ctrnact-08_346-4k_4m_5b_5d_5e_6a_6i2-1,8,9,9,9,8.732051,8.732051
ctrnact,ctrnact-08_346-4k_4p_4s2_5a_5c_5d_6h-1,8,5,4,5,3.732051,5.000000
ctrnact,ctrnact-08_346-4k_4p_4s2_5b2_5c_5d-1,8,6,5,6,5.000000,5.233766
ctrnact,ctrnact-08_346-4k_4r_4u_5a_5d2_6f_6h-1,8,6,6,6,4.788340,4.788340
ctrnact,ctrnact-08_346-4k_4s2_4u2_5a_5d_6f-1,8,6,4,6,4.000000,5.732051
ctrnact,ctrnact-08_346-4k_4s_4u2_5a_5c_5d_6h-1,8,5,5,5,4.732051,5.000000
ctrnact,ctrnact-08_346-4k_4s_4u2_5b2_5c_5d-1,8,7,5,7,5.000000,6.130943
ctrnact,ctrnact-08_346-4k_4s_5a_5c_5e2_5f2-1,8,6,4,6,3.732051,5.732051
ctrnact,ctrnact-08_346-4k_4s_5a_5c_5e_5f3-1,8,7,4,7,3.732051,6.505421
ctrnact,ctrnact-08_346-4k_4u3_5b2_5d_6i-1,8,8,4,8,4.000000,7.464102
ctrnact,ctrnact-08_346-4k_4u4_5a_5d_6f-1,8,8,4,8,4.000000,7.022856
ctrnact,ctrnact-08_346-4k_4u4_5a_5d_6f-2,8,7,4,7,4.000000,6.732051
ctrnact,ctrnact-08_346-4k_4u_5d_5e_6a_6h2_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4k_5a2_5b_5c2_5d_6i-1,8,8,3,8,3.000000,7.196152
ctrnact,ctrnact-08_346-4k_5a_5b3_5c_6i2-1,8,9,3,9,3.000000,7.928203
ctrnact,ctrnact-08_346-4k_5a_5b3_5d_6f_6i-1,8,7,4,7,4.000000,6.510937
ctrnact,ctrnact-08_346-4k_5a_5b3_5d_6f_6i-2,8,7,4,7,4.000000,6.196152
ctrnact,ctrnact-08_346-4k_5a_5c2_5d3_6h-1,8,6,5,6,5.000000,5.233766
ctrnact,ctrnact-08_346-4k_5a_5c_5d_5e_5f3-1,8,6,6,6,5.039078,5.039078
ctrnact,ctrnact-08_346-4k_5a_5c_5e2_5f2_6h-1,8,8,3,8,2.732051,7.732051
ctrnact,ctrnact-08_346-4k_5a_5d2_5e_5f_6h2-1,8,9,3,9,2.732051,8.476816
ctrnact,ctrnact-08_346-4k_5a_5d3_6f_6g_6i-1,8,6,4,6,4.000000,5.818626
ctrnact,ctrnact-08_346-4k_5a_5d3_6f_6h2-1,8,6,6,6,4.843976,4.843976
ctrnact,ctrnact-08_346-4k_5a_5d3_6f_6h2-2,8,8,3,8,2.732051,8.000000
ctrnact,ctrnact-08_346-4k_5a_5d_5e3_5f_6h-1,8,8,3,8,2.732051,7.732051
ctrnact,ctrnact-08_346-4k_5b2_5c2_5d3-1,8,6,5,6,5.000000,5.464102
ctrnact,ctrnact-08_346-4k_5b2_5c_5d_6i_6j2-1,8,6,5,6,5.000000,5.887296
ctrnact,ctrnact-08_346-4k_5b2_5d2_6g_6i_6j-1,8,6,5,6,4.464102,6.000000
ctrnact,ctrnact-08_346-4k_5b2_5d2_6g_6i_6j-2,8,6,6,6,5.378495,5.378495
ctrnact,ctrnact-08_346-4k_5b2_5d_6g_6i2_6j-1,8,7,4,7,4.000000,6.196152
ctrnact,ctrnact-08_346-4k_5b2_5d_6g_6i2_6j-2,8,7,4,7,4.000000,6.510937
ctrnact,ctrnact-08_346-4k_5d_5e2_6a_6h2_6i-1,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346-4l2_4m2_5c_5e_5f2-1,8,7,4,7,3.732051,6.464102
ctrnact,ctrnact-08_346-4l2_4m2_5c_5e_5f_6h-1,8,9,3,9,2.732051,8.212482
ctrnact,ctrnact-08_346-4l2_4m2_5d_5f2_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4l2_4m2_5e_5f3-1,8,8,8,8,7.209769,7.209769
ctrnact,ctrnact-08_346-4l2_4m2_5f3_6i-3,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4l2_4m4_5f_6d-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4l2_4m_5d_5f3_6d-1,8,7,7,7,6.464102,6.464102
ctrnact,ctrnact-08_346-4l2_5a_5c2_5e_5f2-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4l2_5d_5e_5f2_6a_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4l2_5e_5f3_6a_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4l3_4m3_5e2-1,8,9,3,9,2.732051,8.464102
ctrnact,ctrnact-08_346-4l_4m3_5c_5e2_5f-1,8,10,10,10,9.196152,9.196152
ctrnact,ctrnact-08_346-4l_4m4_5e_5f_6f-2,8,6,5,6,4.732051,5.464102
ctrnact,ctrnact-08_346-4l_4m4_5e_5f_6f-3,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4l_4m5_5e_6a-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346-4l_4m_4p_5c2_5d_5f2-1,8,5,5,5,4.732051,4.732051
ctrnact,ctrnact-08_346-4l_4m_5c2_5d2_5f2-1,8,7,4,7,3.732051,6.732051
ctrnact,ctrnact-08_346-4l_4m_5c_5d2_5e2_6f-1,8,6,4,6,3.732051,5.464102
ctrnact,ctrnact-08_346-4l_4m_5c_5d3_5e_5f-1,8,7,4,7,3.732051,6.732051
ctrnact,ctrnact-08_346-4l_4m_5c_5d3_5f2-1,8,8,4,8,3.732051,7.468910
ctrnact,ctrnact-08_346-4l_4m_5c_5d_5e_5f_6h2-1,8,8,3,8,2.732051,7.732051
ctrnact,ctrnact-08_346-4l_4m_5d4_5e_5f-1,8,8,4,8,3.732051,7.468910
ctrnact,ctrnact-08_346-4l_4m_5e3_5f2_6f-1,8,6,4,6,3.732051,5.464102
ctrnact,ctrnact-08_346-4l_4m_5e3_5f2_6f-2,8,8,3,8,2.732051,7.464102
ctrnact,ctrnact-08_346-4l_4m_5e4_5f2-1,8,9,3,9,2.732051,7.948391
ctrnact,ctrnact-08_346-4l_4s_5c_5d2_5f_6i2-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4l_4s_5c_5d_5f2_6i2-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4l_5a_5b_5d2_5e_5f_6i-1,8,10,10,10,8.928203,8.928203
ctrnact,ctrnact-08_346-4l_5a_5b_5d3_5e_6i-1,8,10,10,10,8.928203,8.928203
ctrnact,ctrnact-08_346-4l_5c3_5d_5f2_6i-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4l_5c3_5f3_6i-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4l_5d2_5f_6i3_6j-1,8,9,9,9,8.732051,8.732051
ctrnact,ctrnact-08_346-4l_5d3_6i3_6j-1,8,9,9,9,8.732051,8.732051
ctrnact,ctrnact-08_346-4l_5d_5e2_5f2_6c_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4l_5d_5e3_5f2_6i-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4l_5e2_5f3_6c_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4l_5e3_5f3_6i-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4m3_5c_5e2_5f2-1,8,8,4,8,3.732051,7.209769
ctrnact,ctrnact-08_346-4m3_5c_5e3_5f-1,8,7,4,7,3.732051,6.464102
ctrnact,ctrnact-08_346-4m3_5d_5e2_5f2-7,8,8,4,8,3.732051,7.464102
ctrnact,ctrnact-08_346-4m3_5d_5e3_5f-1,8,8,4,8,3.732051,7.209769
ctrnact,ctrnact-08_346-4m3_5e4_6a-1,8,9,9,9,8.464102,8.464102
ctrnact,ctrnact-08_346-4m6_5f_6b-1,8,8,8,8,7.228327,7.228327
ctrnact,ctrnact-08_346-4m_5c2_5d_5e_5f_6a_6h-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-4m_5d2_5f4_6j-1,8,8,8,8,7.228327,7.228327
ctrnact,ctrnact-08_346-4m_5f6_6j-1,8,8,8,8,7.228327,7.228327
ctrnact,ctrnact-08_346-4p_4s_5a_5c2_5d_5e_6i-1,8,8,8,8,7.464102,7.464102
ctrnact,ctrnact-08_346-4s_5a_5c2_5d_5e2_6f-1,8,8,8,8,7.464102,7.464102
ctrnact,ctrnact-08_346-4u_5a_5d2_5e_6d_6h_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-5a2_5b2_5d3_6j-2,8,10,3,10,3.000000,8.928203
ctrnact,ctrnact-08_346-5a_5b_5c_5d2_6h_6i_6j-1,8,5,5,5,4.464102,5.000000
ctrnact,ctrnact-08_346-5a_5b_5d3_5e2_6i-1,8,5,5,5,4.891646,4.891646
ctrnact,ctrnact-08_346-5a_5c2_5d_5e_5f2_6d-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346-5a_5c3_5e_5f_6d_6j-1,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346-5a_5c_5d_5e_6h2_6i_6j-1,8,9,9,9,7.928203,7.928203
ctrnact,ctrnact-08_346-5a_5d2_5e2_6d_6h_6i-1,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346-5b3_5c2_5d_6i_6j-1,8,7,4,7,4.000000,6.196152
ctrnact,ctrnact-08_346-5b3_5c2_5d_6i_6j-7,8,7,4,7,4.000000,6.510937
ctrnact,ctrnact-08_346-5b3_5c_5d2_6i_6j-1,8,6,5,6,5.000000,5.887296
ctrnact,ctrnact-08_346-5b_5c3_5e_5f_6a_6h-1,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346-5b_5d2_5f5-1,8,8,8,8,7.228327,7.228327
ctrnact,ctrnact-08_346c-3a2_3b3_4a2_4m-1,8,14,14,14,12.928203,12.928203
ctrnact,ctrnact-08_346c-3a2_3b4_4a_4l-1,8,14,14,14,12.928203,12.928203
ctrnact,ctrnact-08_346c-3a2_3b4_4c_4l-1,8,14,14,14,12.928203,12.928203
ctrnact,ctrnact-08_346c-3a2_3b_4a2_4l_4m_5c-1,8,11,4,11,3.732051,9.874078
ctrnact,ctrnact-08_346c-3a2_3b_4c2_4l_4m_5e-1,8,11,4,11,3.732051,9.874078
ctrnact,ctrnact-08_346c-3a2_3c3_4a_4c_5c-1,8,13,13,13,11.928203,11.928203
ctrnact,ctrnact-08_346c-3a2_3c_4a2_4c_4l_5c-1,8,12,12,12,11.196152,11.196152
ctrnact,ctrnact-08_346c-3a2_3c_4a2_4c_4l_5e-1,8,11,4,11,3.732051,9.874078
ctrnact,ctrnact-08_346c-3a2_3c_4a_4c2_4l_5c-1,8,12,12,12,11.196152,11.196152
ctrnact,ctrnact-08_346c-3a3_3b_4a2_4l2-1,8,12,12,12,11.196152,11.196152
ctrnact,ctrnact-08_346c-3a3_3c_4a_4c_4l_5e-1,8,10,4,10,3.732051,9.196152
ctrnact,ctrnact-08_346c-3a3_4a_4c2_4l_4m-1,8,12,12,12,11.196152,11.196152
ctrnact,ctrnact-08_346c-3a_3c_4a_4m2_5e2_5f-1,8,10,4,10,3.732051,8.894106
ctrnact,ctrnact-08_346c-3a_3c_4a_4m2_5e3-1,8,9,4,9,3.732051,8.196152
ctrnact,ctrnact-08_346c-3a_4a_4c_4l_4m_5c_5f2-1,8,9,4,9,3.732051,8.464102
ctrnact,ctrnact-08_346c-3a_4a_4c_4l_4m_5d_5e_5f-1,8,9,4,9,3.732051,8.464102
ctrnact,ctrnact-08_346c-3a_4c2_4k_4m2_5e2-1,8,10,4,10,3.732051,8.894106
ctrnact,ctrnact-08_346c-3b5_4a2_4m-1,8,11,11,11,9.874078,9.874078
ctrnact,ctrnact-08_346c-3b5_4c2_4m-1,8,11,11,11,9.874078,9.874078
ctrnact,ctrnact-08_346c-3b_3c2_4a2_4m_5c_5f-1,8,8,7,8,6.464102,7.347160
ctrnact,ctrnact-08_346c-3c2_4a2_4l2_5f_6i-1,8,12,12,12,10.928203,10.928203
ctrnact,ctrnact-08_346c-3c2_4a2_4m2_5f_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346c-3c2_4a2_4m_5e2_6h-1,8,12,12,12,10.928203,10.928203
ctrnact,ctrnact-08_346c-3c2_4a4_6d_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346c-3c3_4a2_4c_4o_5d-1,8,10,10,10,9.141620,9.141620
ctrnact,ctrnact-08_346c-3c3_4d_4k2_5e2-1,8,8,5,8,4.732051,7.196152
ctrnact,ctrnact-08_346c-3c3_4g_4k2_4l_4m-1,8,8,6,8,5.464102,7.265302
ctrnact,ctrnact-08_346c-3c3_4h_4k2_4l_4m-1,8,7,6,7,5.464102,6.732051
ctrnact,ctrnact-08_346c-3c3_4k3_4l_4m-1,8,9,5,9,4.732051,8.196152
ctrnact,ctrnact-08_346c-3c3_4k_4l3_4m-1,8,12,12,12,10.928203,10.928203
ctrnact,ctrnact-08_346c-3c3_4l3_4m2-1,8,12,12,12,10.928203,10.928203
ctrnact,ctrnact-08_346c-3c3_4l_4m4-1,8,9,5,9,4.732051,8.196152
ctrnact,ctrnact-08_346c-3c6_4l_4m-1,8,11,5,11,4.732051,9.850549
ctrnact,ctrnact-08_346c-3c_3f_4e2_4k2_4l_5d-1,8,12,12,12,10.660254,10.660254
ctrnact,ctrnact-08_346c-3c_4a2_4e_4k2_5b_5d-1,8,7,7,7,6.732051,6.732051
ctrnact,ctrnact-08_346c-3c_4a2_4e_4k2_5b_5d-2,8,13,13,13,11.660254,11.660254
ctrnact,ctrnact-08_346c-3c_4a2_4k2_4l_5b_5f-1,8,8,6,8,5.464102,7.265302
ctrnact,ctrnact-08_346c-3c_4a2_4k2_4l_5b_5f-2,8,7,6,7,5.464102,6.732051
ctrnact,ctrnact-08_346c-3c_4a2_4l_5c2_5f_6j-1,8,6,6,6,5.464102,5.732051
ctrnact,ctrnact-08_346c-3c_4a3_4c2_4l_5f-1,8,10,10,10,9.141620,9.141620
ctrnact,ctrnact-08_346c-3c_4a5_6e_6i-1,8,9,9,9,8.196152,8.196152
ctrnact,ctrnact-08_346c-3c_4a_4c_5c2_5e_6a_6h-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4a_4k_4m_5e2_6a_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4a_4l_5a_5c2_5e_5f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4a_4l_5d_5e_5f_6a_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4a_4l_5e_5f2_6a_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4a_4m2_5e2_6a_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4e2_4k_5b_5d2_6i-1,8,11,11,11,10.732051,10.732051
ctrnact,ctrnact-08_346c-3c_4e3_4k2_5d_6d-1,8,11,11,11,10.732051,10.732051
ctrnact,ctrnact-08_346c-3c_4e_4k2_5b2_5d_6i-1,8,11,11,11,10.732051,10.732051
ctrnact,ctrnact-08_346c-3c_4h2_4j2_4k3-1,8,11,11,11,10.732051,10.732051
ctrnact,ctrnact-08_346c-3c_4h_4k3_4m_5c_5f-1,8,11,11,11,10.464102,10.464102
ctrnact,ctrnact-08_346c-3c_4k2_4l_4m_5e2_6c-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4k2_4u_5d_5f_6i2-1,8,11,11,11,10.196152,10.196152
ctrnact,ctrnact-08_346c-3c_4k2_5d_5e_5f_6d_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4k_4l2_4m_5d_5e_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3c_4k_4l2_5b_5c_5f2-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-3c_4k_5b_5c_5d2_5f_6d-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-3c_4k_5b_5c_5d_6i2_6j-1,8,10,10,10,9.732051,9.732051
ctrnact,ctrnact-08_346c-3c_4m2_5e_5f2_6d_6f-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-3e_4a2_4e_4k2_5b_5d-1,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346c-3e_4a2_4e_4k2_5b_5d-3,8,8,8,8,7.732051,7.732051
ctrnact,ctrnact-08_346c-3f_4a_4c_4d_4k_5c_5d_5e-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-3g_4a_4e_4k_5b_5d2_6i-1,8,11,11,11,10.732051,10.732051
ctrnact,ctrnact-08_346c-4a2_4c_4l_4m_5d_5f2-1,8,7,7,7,6.026650,6.026650
ctrnact,ctrnact-08_346c-4a2_4c_5a_5c2_5e_6d-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-4a2_4k2_5b_5c_5e_6a-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-4a2_4k_4l_5a_5b_5d_5e-1,8,8,8,8,7.196152,7.196152
ctrnact,ctrnact-08_346c-4a2_4k_4m_5b_5c_5e_6a-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-4a2_4l_5c_5d2_6i_6j-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-4a2_4l_5c_5d_5f_6i_6j-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-4a2_4l_5d_5e_5f_6f_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-4a2_4l_5e_5f2_6f_6i-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-4a_4c2_4l_4m_5d2_5f-1,8,7,7,7,6.026650,6.026650
ctrnact,ctrnact-08_346c-4a_4c_4h_4i_4k_4l_5c_5d-1,8,11,11,11,9.928203,9.928203
ctrnact,ctrnact-08_346c-4a_4d_4k_4m_4s_5c2_5e-1,8,10,10,10,9.196152,9.196152
ctrnact,ctrnact-08_346c-4a_4e_4k_4m_4p_4s_5c2-1,8,10,10,10,9.464102,9.464102
ctrnact,ctrnact-08_346c-4a_4h_4k_4m_4u_5d2_6i-1,8,11,11,11,10.196152,10.196152
ctrnact,ctrnact-08_346c-4a_4h_5b2_5c_5d2_6i-1,8,10,10,10,9.732051,9.732051
