seed;latticeKey;hol;areaKey;detFloat;cVerdict;fillMs;rawCells;solveRawCells
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,-2,0,0,0#1|-7,0,0,0,5,0,0,0;12;0,0,39,0,2;33.7750;0;5482.6;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-5,0,0,0,7,0,0,0#1|-7,0,0,0,2,0,0,0;12;0,0,39,0,2;33.7750;0;5887.8;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-2,0,0,0,-5,0,0,0#1|-7,0,0,0,2,0,0,0;12;0,0,39,0,2;33.7750;0;5962.4;0;0
[3,3,3,3,3,3;3,3,3,3,6;3,3,3,3,6];1|-2,0,0,0,7,0,0,0#1|-7,0,0,0,5,0,0,0;12;0,0,39,0,2;33.7750;0;5546.7;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,1,0,3,0,2,0#1|-2,0,-3,0,-1,0,1,0;12;12,0,7,0,1;24.1244;1;0.7;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-1,0,3,0,3,0#1|-3,0,-3,0,1,0,2,0;12;12,0,7,0,1;24.1244;1;0.7;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,1,0,3,0,2,0#1|-3,0,-2,0,2,0,3,0;12;12,0,7,0,1;24.1244;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,0,0,4,0,2,0#1|-4,0,-2,0,2,0,2,0;12;12,0,8,0,1;25.8564;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-2,0,2,0,4,0#1|0,0,-2,0,-2,0,-2,0;12;12,0,8,0,1;25.8564;1;0.7;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,0,0,4,0,2,0#1|-4,0,-2,0,3,0,2,0;12;24,0,17,0,2;26.7224;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-3,0,0,0,4,0,2,0#1|-4,0,-2,0,1,0,2,0;12;24,0,17,0,2;26.7224;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-3,0,2,0,4,0#1|0,0,-1,0,-2,0,-3,0;12;24,0,17,0,2;26.7224;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-1,0,2,0,4,0#1|0,0,-3,0,-2,0,-1,0;12;24,0,17,0,2;26.7224;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-3,0,-2,0,-1,0,0,0#1|-4,0,-2,0,3,0,2,0;12;24,0,17,0,2;26.7224;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-1,0,3,0,3,0#1|-2,0,-3,0,-1,0,1,0;8;14,0,8,0,1;27.8564;0;5.7;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,1,0,3,0,2,0#1|-3,0,-3,0,1,0,2,0;8;14,0,8,0,1;27.8564;0;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,-2,0,-2,0,-1,0#1|-3,0,-2,0,2,0,3,0;8;14,0,8,0,1;27.8564;0;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-4,0,-1,0,4,0,2,0#1|-4,0,-2,0,0,0,1,0;12;24,0,19,0,2;28.4545;1;1.0;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,0,0,2,0,4,0#1|-2,0,-4,0,1,0,4,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-4,0,-1,0,4,0,2,0#1|0,0,-1,0,-4,0,-1,0;12;24,0,19,0,2;28.4545;1;1.8;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,-2,0,3,0,4,0#1|-2,0,-2,0,-1,0,-2,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-2,0,4,0,3,0#1|-4,0,-3,0,2,0,1,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-1,0,-2,0,-2,0#1|-2,0,-2,0,4,0,3,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,-3,0,-2,0,2,0#1|-2,0,2,0,4,0,1,0;12;24,0,19,0,2;28.4545;1;0.5;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,2,0,4,0,1,0#1|-4,0,-1,0,2,0,3,0;12;24,0,19,0,2;28.4545;1;0.5;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-2,0,2,0,3,0,2,0#1|-3,0,-2,0,1,0,4,0;12;24,0,19,0,2;28.4545;1;0.5;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,-4,0,-2,0,2,0#1|-2,0,2,0,3,0,2,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
[3,3,3,3,3,3;3,3,4,3,4;3,3,4,12];1|-1,0,-2,0,3,0,4,0#1|-3,0,-4,0,2,0,2,0;12;24,0,19,0,2;28.4545;1;0.6;0;0
